Link,Abstract,Author Keywords,Index Keywords
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150719679&doi=10.1007%2fs43670-022-00045-3&partnerID=40&md5=9b8b8d4e36c3e99fb6ade134419604dd","Ptychography is an imaging technique that involves a sample being illuminated by a coherent, localized probe of illumination. When the probe interacts with the sample, the light is diffracted and a diffraction pattern is detected. Then the sample (or probe) is shifted laterally in space to illuminate a new area of the sample whilst ensuring sufficient overlap. Similarly, in Fourier ptychography a sample is illuminated at different angles of incidence (effectively shifting the sample’s Fourier transform) after which a lens acts as a low-pass filter, thereby effectively providing localized Fourier information about the sample around frequencies dictated by each angle of illumination. Mathematically, one therefore obtains a similar set of overlapping measurements of the sample in both Fourier ptychography and ptychography, except in the different domains (Fourier for the former, and physical for the latter). In either case, one is then able to reconstruct an image of the sample from the measurements using similar methods. Near-Field (Fourier) Ptychography (NFP) (see, e.g., Stockmar et al. (Sci Rep 3(1):1–6, 2013), Stockmar et al. (Phys Rev Appl 3(1): 014005, 2015) and Zhang et al. (Optics Exp 27(5): 7498–7512, 2019)) occurs when the sample is placed at a short defocus distance having a large Fresnel number. In this paper, we prove that certain NFP measurements are robustly invertible (up to an unavoidable global phase ambiguity) for specific Point Spread Functions (PSFs) and physical masks which lead to well-conditioned lifted linear systems. We then apply a block phase retrieval algorithm using weighted angular synchronization and prove that the proposed approach accurately recovers the measured sample for these specific PSF and mask pairs. Finally, we also propose using a Wirtinger Flow for NFP problems and numerically evaluate that alternate approach both against our main proposed approach, as well as with NFP measurements for which our main approach does not apply. © 2023, The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Fourier ptychography; Inverse problems; Near-field ptychography; Phase retrieval; Weighted angular synchronization; Wirtinger flow",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150693188&doi=10.1007%2fs00009-023-02363-9&partnerID=40&md5=73e1323508e6e195555f81707a7e03bd","In a bounded domain, we consider a viscoelastic Euler–Bernoulli equation called also viscoelastic plate equation, with logarithmic nonlinearity source in the right-hand side, utt+Δ2u-∫0tg(t-s)Δ2u(s)ds+h(ut)=|u|γ-2uln|u|,where γ&gt; 2 and the relaxation function g satisfied g′(t) ≤ - ξ(t) H(g(t)) , ∀ t&gt; 0 , where H is an increasing and convex function near the origin and ξ is a nonincreasing function. In present of a nonlinear feedback on a part of the boundary, we establish, with certain initial data, a general decay results, using the multiplier method and some properties of the convex functions. Our new results generalize and significantly improve earlier results in the literature, in particular, the result of Al-Gharabli et al. (Commun Pure Appl Anal 18(1): 159–180, 2019), Al-Gharabli et al. (Math Comput Appl 27: 10, 2022), Mustafa (Evol Equ Control Theory 6(2): 61–276, 2017) and Cavalcanti et al. (J Differ Integral Equ 17: 495–510, 2004). © 2023, The Author(s), under exclusive licence to Springer Nature Switzerland AG.","convex function; General decay; logarithmic nonlinearity; nonlinear source; plate equation; relaxation function; viscoelasticity",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150426837&doi=10.1007%2fs00025-023-01889-4&partnerID=40&md5=b0effe48bf9f17162eb8a3035fe90203","For a convex domain, two Chernoff type inequalities concerning the k-order width are proved by using Fourier series, and one of which is an extension of the Chernoff–Ou–Pan inequality (Pacific J Math 284:393–401, 2010). Furthermore, stability properties for these inequalities can also be obtained in the Hausdorff and L2 metrics, respectively. © 2023, The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Chernoff type inequality; Fourier series; k-order width; reverse Chernoff type inequality",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150273403&doi=10.1016%2fj.scs.2023.104524&partnerID=40&md5=0d3d9ff34e2a339683ef8ed8c285b84d","There are many intertwined factors such as urban fabric, vegetation combination, and meteorological conditions that influence the spatial distribution of fine particles (PM2.5, aerodynamic diameter less than 2.5 μm) in near-road urban areas, and it is difficult yet important to disentangle them. Identifying the relative importance of those factors could facilitate designing urban fabric and roadside vegetation combination patterns to mitigate the negative impacts of particles. This study first proposes an effective and reliable integrated method of the ENVI-met microclimate model and interpretable machine learning to quantify the multifactorial effects. Data from ENVI-met models with different built environments and meteorological conditions are used to train and test the machine learning (ML) models. All ML models show high accuracy in predicting PM2.5 concentrations with R2 high than 0.87. Results indicate that height level and study area are the two most important features, explaining 22.8% and 20.4% of the variation in PM2.5 concentration, respectively. The feature pairwise interactions account for 45.8% of ambient particle concentrations. The combination of trees and hedges in urban fabrics with longer building length than width could mitigate PM2.5 concentrations in residential areas. The integrated methods in this study could be extrapolated to future research to perform source identification analysis. © 2023 Elsevier Ltd","Particulate matter; Source contribution; Spatial distribution; Urban fabric; Vegetation combination","Integrated control; Machine learning; Particles (particulate matter); Roads and streets; Vegetation; ENVI-met; Integrated method; Machine learning models; Machine-learning; Meteorological condition; Particulate Matter; PM 2.5; Source contributions; Urban fabrics; Vegetation combination; Spatial distribution; machine learning; microclimate; particulate matter; roadside environment; spatial distribution; tree; urban area"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150255050&doi=10.1016%2fj.gecco.2023.e02435&partnerID=40&md5=03d34e5a30c4bb9ca6ee23614bae7891","Hunting, as a component of traditional indigenous livelihoods, can play either positive or negative role in biodiversity conservation by maintaining traditional lifestyles that are conducive to conservation or by endangering vulnerable hunted species. Quantitative data on changes in hunting skills in indigenous communities driven by education, employment, and other lifestyle changes are lacking. Here we assess hunting skills of young people in Papua New Guinea (PNG). We use a sample of 7818 secondary school students, representing 15% of the most educated individuals in their age cohort. Students self-assessed their hunting skills as none (34% of respondents), poor (46%), and good (20%). Male students reported significantly higher hunting skills than female students. Hunting skills were positively correlated with knowledge of local bird species and with other traditional skills (growing food, using medicinal plants, building houses). They were negatively correlated with math and English skills, as well as with the transportation accessibility of the village/town where the students grew up. Students who grow up in town reported significantly lower hunting skills than those who grew up in village. These results show that students' hunting skills are already low, and the trends in their socio-cultural drivers predict a further decline in the future. The increasing disconnection from the natural environment and the declining attractiveness of hunting as prestigious activity for the young and educated people are part of a broader trend of loss of ethnobiological knowledge in PNG's indigenous communities. While it may reduce hunting pressure on some endangered species, it may also remove traditional incentives for conservation in rainforest-dwelling communities. © 2023 The Authors","Biodiversity conservation; Education; Ethnobiological knowledge; Hunting skills; Indigenous communities; Tropical forests",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150068920&doi=10.1016%2fj.cpc.2023.108719&partnerID=40&md5=544e1d50e489ac27d619d9c33b13c22a","In this article, a new version of the Real-time Image Stream Algorithms (RISA) data processing suite is introduced. It now features online detector data acquisition, high-throughput data dumping and enhanced real-time data processing capabilities. The achieved low-latency real-time data processing extends the application of ultrafast electron beam X-ray computed tomography (UFXCT) scanners to real-time scanner control and process control. We implemented high performance data packet reception based on data plane development kit (DPDK) and high-throughput data storing using both hierarchical data format version 5 (HDF5) as well as the adaptable input/output system version 2 (ADIOS2). Furthermore, we extended RISA's underlying pipelining framework to support the fork-join paradigm. This allows for more complex workflows as it is necessary, e.g. for online data processing. Also, the pipeline configuration is moved from compile-time to runtime, i.e. processing stages and their interconnections can now be configured using a configuration file. In several benchmarks, RISA is profiled regarding data acquisition performance, data storage throughput and overall processing latency. We found that using direct IO mode significantly improves data writing performance on the local data storage. We could further prove that RISA is now capable of concurrently receiving, processing and storing data from up to 768 detector channels (3072 MB/s) at 8000 fps on a single-GPU computer in real-time. Program summary: Program Title: GLADOS/RISA CPC Library link to program files: https://doi.org/10.17632/65sx747rvm.2 Developer's repository link: https://codebase.helmholtz.cloud/risa Licensing provisions: Apache-2.0 Programming language: C++ Journal reference of previous version: Comput. Phys. Commun. 219 (2017) 353-360 [1] Does the new version supersede the previous version?: Yes. Reasons for the new version: Extended capabilities for real-time operation with latest UFXCT hardware. Summary of revisions: (i) Add forking and joining of processing pipeline branches (ii) Add runtime (re-)configuration of pipeline stages and connections (iii) Add UDP receiver stage to acquire detector data in real-time (iv) Add high-throughput data dumping Nature of problem: Ultrafast electron beam X-ray computed tomography scanners stream multiple Gigabytes of raw data per second via Ethernet to a control computer. Receiving the data with low latency, real-time image-based control would become possible. For this, data need to be captured from the network, stored on disk, reconstructed and post-processed concurrently. The current total data rate of up to 3072 MB/s requires high-throughput solutions for each of these tasks. Solution method: Using a pipeline scheme, RISA processes incoming raw data in distinct stages (sources, processors, sinks). These are implemented in GPU kernels and are executed concurrently to exploit data parallelism as well as task parallelism. To capture detector data, we implemented a UDP packet capturing stage based on DPDK [2] which acts as a source stage. By allowing the pipeline to fork up into multiple branches, we concurrently acquire, store and process the data. For storing these data, we use the HDF5 format [3]. We achieve the required data rates by writing in direct IO mode onto an SSD array in RAID 0 configuration. Additional comments including restrictions and unusual features: RISA provides a set of general-purpose processing stages which are suitable for generic image stream processing. References: [1] Frust T., et al., Comput. Phys. Commun. 219 (2017) 353-360 [2] Data Plane Development Kit, https://www.dpdk.org/ [3] Hierarchical Data Format Version 5, https://www.hdfgroup.org/solutions/hdf5/ © 2023 The Author(s)","Data processing pipeline; High-speed imaging; Image stream processing; Real-time analysis","Benchmarking; C++ (programming language); Computerized tomography; Data handling; Digital storage; HTTP; Pipeline processing systems; Pipelines; Data processing pipelines; High speed imaging; Image stream processing; Image streams; Real time analysis; Real time images; Real-time images; Stream processing; Ultra-fast; X-ray computed tomography; Data acquisition"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150022071&doi=10.1016%2fj.ecolecon.2023.107796&partnerID=40&md5=908989d939b8873eae8a66447f8f060c","This study examines the relationship among directors' and officers' liability insurance (D&O Insurance), environmental regulation, and firms' environmental responsibility-taking. Using the data on firms' green innovation achievement and environmental protection investment from China, where the information of D&O Insurance purchases was disclosed, we find robust evidence that insured firms significantly promote firms' environmental responsibility-taking, evident in more green innovation achievement and environmental protection investment. This positive association is more pronounced for firms exposed to stronger environmental regulation. In addition, we document that the moderating effect of environmental regulation is stronger for SOEs, firms with better corporate governance, operating in heavy-polluting industries, and exposed to a stronger institutional environment. Further mechanism analysis shows that public supervision is the underlying channel through which D&O Insurance affects firms' environmental responsibility. Overall, our findings imply that D&O Insurance, one of the important corporate governance mechanisms, motivates directors and officers to actively practice firms' environmental responsibility, and environmental regulation exerts a positive influence over this governance effect. © 2023 Elsevier B.V.","D&O insurance; Environmental regulation; Firms' environmental responsibility","environmental policy; environmental protection; innovation; insurance system; investment; liability; regulatory approach; China"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149991188&doi=10.1007%2fs00025-023-01877-8&partnerID=40&md5=2823c7f731c3edaf15d61c8166828480","Whenever a numerical method produces accurate results, it creates an interesting functional equation, and because regularities is not assumed, unexpected solutions can emerge. Thus, this paper is mainly devoted to finding solutions to a generalized functional equation constructed in this spirit; namely, we solve the generalized form of the functional equation considered in Fechner and Gselmann (Publ Math Debrecen 80(1–2):143–154, 2012), then considered in Nadhomi et al. (Aequationes Math 95:1095–1117, 2021) and continued in Okeke and Sablik (Results Math 77:125, https://doi.org/10.1007/s00025-022-01664-x, 2022), that is we find the polynomial functions satisfying the following functional equation, ∑i=1nγiF(aix+biy)=∑j=1m(αjx+βjy)f(cjx+djy),for every x, y∈ R, γi, αj, βj∈ R, and ai, bi, cj, dj∈ Q, and its special forms. Thus we continue investigations presented in Nadhomi et al. (Aequationes Math 95:1095–1117, 2021) where we generalized the left hand side of Fechner–Gselmann equation and those from Okeke and Sablik (Results Math 77:125, https://doi.org/10.1007/s00025-022-01664-x, 2022) where the right hand side of the Fechner–Gselmann equation was studied. It turns out that under some assumptions on the parameters involved, the pair (F, f) solving Eq. (0.1) happens to be a pair of polynomial functions. © 2023, The Author(s).","continuity of monomial functions; Fréchet operator; Functional equations; monomial functions; polynomial functions",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149971439&doi=10.1007%2fs00025-023-01862-1&partnerID=40&md5=d6f8abad03cbf388f8d4089392575d9e","In this paper we first introduce a new concept of a functional equation called multi-Drygas equation. We deal with the generalized hyperstability results of the multi-Drygas functional equation on a restricted domain by applying the Brzdȩk’s fixed point theorem (Brzdȩk et al. in Nonlinear Anal. 74: 6728–6732, 2011, Theorem 1). Our main results improve and generalize results obtained in Aiemsombonn and Sintunavarat (Bull Aust Math Soc 92: 269–280, 2016), El-Fassi(J Fixed Point Theory Appl 9: 2529–2540, 2017), Piszczek, Szczawińska(J Funct Spaces Appl 2013: 912718, 2013). Some applications of our results are also provided. © 2023, The Author(s), under exclusive licence to Springer Nature Switzerland AG.","fixed point theorem; Hyperstability; multi-Drygas functional equation; normed space",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149920766&doi=10.1007%2fs10711-023-00769-z&partnerID=40&md5=1d9955d70612a850952f253718745f38","In this paper we give a new, and shorter, proof of Huber’s theorem [Theorem 13 in Huber (Comment Math Helve 32:13–72, 1958)] which affirms that for a connected open Riemann surface endowed with a complete conformal Riemannian metric, if the negative part of its Gaussian curvature has finite mass, then the Riemann surface is homeomorphic to the interior of a compact surface with boundary, and thus it has finite topological type. We will also show that such Riemann surface is parabolic [Theorem 15 in Huber (Comment Math Helve 32:13–72, 1958)]. © 2023, The Author(s), under exclusive licence to Springer Nature B.V.","Conformal metric; Finite topological type; Gaussian curvature; Potential theory",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149866575&doi=10.1016%2fj.carpta.2023.100310&partnerID=40&md5=25e3e7f3b3afd98d1a43da3982ed2565","The production of Kombucha fermented beverage generates a side-stream composed of bacterial cellulose, a source of biopolymer to develop food contact materials. This work aims to study Kombucha fermentation in yerba mate infusion to maximise cellulose production and its processing for film formulation. Yerba mate infusion with sucrose resulted in an extraordinary substrate for Kombucha fermentation with an optimised cellulose production of 19.4 g/l and 0.29 g/g of yield. Filmogenic dispersions were analysed in terms of rheology and particle size distribution. Microscopic characterisation of films exhibited homogeneous surfaces. The addition of glycerol, as well as the solids from the fermented broth, resulted in a significant increase in hydration and a reduction in elastic modulus, ultimate tensile strength and glass transition temperature of the films. The results revealed that the formulation containing the Kombucha fermented media showed similar properties to the glycerol plasticised material. This could be considered a novel result as it may replace the use of traditional plasticisers. Bioactive compounds from yerba mate provided an antioxidant activity greater than 95% of ABTS radical inhibition to cellulosic material, demonstrating that natural bioactive cellulose-based films are materials that potentially protect food products against oxidation. © 2023","Antioxidant activity; Bacterial cellulose; Food packaging; Ilex paraguariensis; Polyphenols; SCOBY",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149736965&doi=10.1007%2fs00025-023-01864-z&partnerID=40&md5=c2b5cf03e8131b7dfab4f67de959d985","We give the integral representation of Popoviciu’s (Mathematica 8:1–85, 1934) box-(m, n)-convex functions. Based on this integral representation, we obtain a characterization of box-(m, n)-convex orders, which we then use in the proofs of the Raşa type, the Hermite–Hadamard type and the Jensen inequalities for box-(m, n)-convex functions as well as for strongly box-(m, n)-convex functions. We extend the results obtained by Gal and Niculescu (J Math Anal Appl 479:903–925, 2019), and by Gavrea and Gavrea (Mediterr J Math 19:18–33, 2022). © 2023, The Author(s).","box-convex functions; Divided differences; functional inequalities related to convexity; Hermite–Hadamard and Jensen inequalities; inequalities related to stochastic convex orderings",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149440493&doi=10.1016%2fj.cpc.2023.108697&partnerID=40&md5=a9615c4315a948abad881a85069640fb","The Fortran program SBETHE calculates the stopping power of materials for swift charged particles with small charges (electrons, muons, protons, their antiparticles, and alphas). The electronic stopping power is computed from the corrected Bethe formula, with the shell correction derived from numerical calculations with the plane-wave Born approximation (PWBA) for atoms, which were based on an independent-electron model with the Dirac–Hartree–Fock–Slater self-consistent potential for the ground-state configuration of the target atom. The density effect correction is evaluated from an empirical optical oscillator strength (OOS) model based on atomic subshell contributions obtained from PWBA calculations. For projectiles heavier than the electron, the Barkas correction is evaluated from the OOS model, and the Lindhard–Sørensen correction is estimated from an accurate parameterization of its numerical values. The calculated electronic stopping power is completely determined by a single empirical parameter, the mean excitation energy or I value of the material. The radiative stopping power for electrons, and positrons, is evaluated by means of Seltzer and Berger's cross section tables for bremsstrahlung emission. The program yields reliable stopping powers and particle ranges for arbitrary materials and projectiles with kinetic energy larger than a certain cutoff value Ecut, which is specific of each projectile kind. The program is accompanied by an extensive database that contains tables of relevant energy-dependent atomic quantities for all the elements from hydrogen to einsteinium. sbethe may be used to generate basic information for dosimetry calculations and Monte Carlo simulations of radiation transport, and as a pedagogical tool. Program summary: Program title: SBETHE CPC Library link to program files: https://doi.org/10.17632/7zw25f428t.1 Licensing provisions: CC by NC 3.0 Programming language: Fortran 90/95 Nature of problem: The program calculates the stopping power of arbitrary materials for swift charged projectiles with small charges. The material is characterized by its chemical composition, mass density, and the empirical I value. The considered projectiles are electrons, positrons, negative muons, antimuons, protons, antiprotons, and alphas, which are described as point particles characterized by their mass and charge. If the actual I value of the material is known, the results from the program are expected to be reliable for projectiles with kinetic energy higher than a value Ecut, of the order of 1 keV for electrons and positrons, 150 keV for muons and antimuons, 0.75 MeV for protons and antiprotons, and 5 MeV for alpha particles. Solution method: The electronic stopping power is calculated by means of a corrected Bethe formula [1], which combines the conventional Bethe logarithm with the following corrections, 1) the shell correction obtained from calculations based on the plane-wave Born approximation with the self-consistent Dirac–Hartree–Fock–Slater (DHFS) potential of neutral atoms in their ground-state configuration [2], 2) the density effect correction, which accounts for the reduction of the stopping power caused by the dielectric polarization of the medium, 3) a parameterization of the Lindhard–Sørensen correction, which generalizes the Bloch correction for relativistic projectiles, and 4) the Barkas correction, which accounts for differences between the stopping powers of particles and their antiparticles. The density-effect and the Barkas corrections are calculated from a model of the optical oscillator strength (OOS) of the material, which combines the contributions of inner atomic subshells calculated with the DHFS potential, with a classical oscillator model for the contribution of valence electrons, A simple extrapolation formula is used to extend the calculated electronic stopping power to energies less than Ecut to allow the calculation of particle ranges. For electrons and positrons, the radiative stopping power is calculated from numerical tables prepared by Seltzer and Berger [3]. Additional comments including restrictions and unusual features: The calculated stopping power is determined by a single parameter, the mean excitation energy or I value. The program assigns to each material a default I value, derived from the recommendations in the ICRU Report 37, which can be changed by the user. The distribution package includes text files with tables of atomic energy-dependent quantities (subshell optical oscillator strengths, shell corrections, scaled cross sections for bremsstrahlung emission) that are used in the calculations. References: [1] F. Salvat, Phys. Rev. A 106 (2022) 032809. [2] F. Salvat, L. Barjuan, P. Andreo, Phys. Rev. A 105 (2022) 042813. [3] S.M. Seltzer, M.J. Berger, Nucl. Instrum. Methods B 12 (1985) 95–134. © 2023 The Author(s)","Bremsstrahlung emission by electrons; Corrected Bethe formula; Inelastic collisions of charged particles; Plane-wave Born approximation; Stopping power","Atoms; Born approximation; Elastic scattering; Elastic waves; FORTRAN (programming language); Ground state; Hartree approximation; Intelligent systems; Kinetic energy; Kinetics; Monte Carlo methods; Projectiles; Wave functions; Wave propagation; Bethe formula; Bremsstrahlung emission; Bremsstrahlung emission by electron; Corrected bethe formula; Electronic stopping power; Inelastic collision; Inelastic collision of charged particle; Optical oscillator strengths; Plane wave born approximations; Stopping power; Electrons"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149439340&doi=10.1016%2fj.radphyschem.2023.110861&partnerID=40&md5=2d29994832537edaf1373afbb9425503","Samples of nominal composition xCr2O3. (60-x)B2O3.5Al2O3.35Na2O: x = 0 (Cr0), 0.1 (Cr0.1), 0.2 (Cr0.2), 0.4 (Cr0.4), 0.6 (Cr0.6), 0.8 (Cr0.8), and 1 (Cr1) mol% were prepared via the traditional melt quenching route. Structural FTIR absorption spectra of the prepared glasses reveal distinct absorption bands which are characteristic of both triangular BO3 and tetrahedral BO4 groups within their varying wavenumber vibrational sites. The dopant chromium ions are observed to have no distinct variations on the FTIR spectra because of low dopant percent. Optical absorption characterization indicates that the undoped glass shows only UV absorption which is related to originating from unavoidable trace ferric ions present as impurities in the used chemicals. The Cr2O3-doped glasses reveal additional UV absorption at about 370-385 nm correlated with the hexavalent state of chromium, producing this distinct charge transfer band. Additionally, two visible bands are identified at about 420-400 nm and 580-640 nm originating from trivalent chromium ions with distorted octahedral coordination. Optical parameters including band gap, refractive index, molar refraction, and reflection losses were calculated together with optical dielectric properties, electronic and molar polarizability. In terms of radiation shielding capacity, increasing Cr2O3 mol% of the sample encoded Cr1 that possessed the highest mass (μm) and linear (μ) attenuation coefficients, but the lowest half value layer (HVL) at low and high incident photon energy, results showed that Cr1 can be used in optical and radiation shielding safety. © 2023 Elsevier Ltd","Borate glass; Chromium ions; FTIR; HVL; Phys-X/PSD; UV/Vis.","Charge transfer; Chromium compounds; Dielectric properties; Energy gap; Glass; Light absorption; Metal ions; Radiation shielding; Refractive index; Borate glass; Chromium ions; FTIR; Half value layer; Nominal composition; Optical-; Phy-X/PSD; Shielding parameters; UV absorption; UV/Vis; Fourier transform infrared spectroscopy; boric acid; chromium oxide; oxide; sodium aluminium borate; unclassified drug; absorption; absorption spectroscopy; Article; band gap; controlled study; Fourier transform infrared spectroscopy; gamma radiation; molar refraction; parameters; radiation attenuation; reflection loss; refraction index; ultraviolet visible absorption spectroscopy; ultraviolet visible spectroscopy"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149402563&doi=10.1016%2fj.cpc.2023.108698&partnerID=40&md5=8b3d4bc33baf142ac300e545d4484b6a","Light antinuclei, like antideuteron and antihelium-3, are ideal probes for new, exotic physics because their astrophysical backgrounds are suppressed at low energies. In order to exploit fully the inherent discovery potential of light antinuclei, a reliable description of their production cross sections in cosmic ray interactions is crucial. We provide therefore the cross sections of antideuteron and antihelium-3 production in pp, pHe, Hep, HeHe, p¯p and p¯He collisions at energies relevant for secondary production in the Milky Way, in a tabulated form which is convinient to use. These predictions are based on QGSJET-II-04m and the state of the art coalescence model WiFunC, which evaluates the coalesence probability on an event-by-event basis, including both momentum correlations and the dependence on the emission volume. In addition, we comment on the importance of a Monte Carlo description of the antideuteron production and on the use of event generators in general. In particular, we discuss the effect of two-particle momentum correlations provided by Monte Carlo event generators on antinuclei production. Program summary: Program Title: AAfrag 2.01 CPC Library link to program files: https://doi.org/10.17632/6f73jz6jx8.2 Developer's repository link: https://aafrag.sourceforge.io Code Ocean capsule: https://codeocean.com/capsule/1159734 Licensing provisions: CC BY-NC 4.0 Programming language: The program exists both in a Python 3 and Fortran 90 version Journal reference of previous version: Comp. Phys. Comm. 245, 106846 (2019) Does the new version supersede the previous version?: Yes Reasons for the new version: Inclusion of antinuclei tables, and a Python 3 version for the pedestrian. Summary of revisions: Improved formatting of tables, inclusion of new secondaries, inclusion of Python version. Nature of problem: Calculation of secondaries (photons, neutrinos, electrons, positrons, protons, antiprotons, antideuterons and antihelium-3) produced in hadronic interactions. Solution method: Results from the Monte Carlo simulation QGSJET-II-04m are interpolated. © 2023 The Authors","Coalescence; Hadronic interactions; Photon, neutrino, antiproton, positron, and antinuclei production; Production cross section; Secondary particles","Cosmic rays; Cosmology; Galaxies; HTTP; Momentum; Monte Carlo methods; Photons; Positrons; Antideuterons; Cosmic ray interactions; Hadronic interactions; Lower energies; Momentum correlation; Monte Carlo results; Photon, neutrino, antiproton, positron, and antinucleus production; Production cross section; Secondary particles; Secondary production; Python"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149293191&doi=10.1007%2fs00025-023-01841-6&partnerID=40&md5=c5f79125c5973d5e849f37bdd8dbc8ae","In this paper, we provide comparisons of solutions to nonlinear parabolic equations on complete manifolds with R ic≥ (n- 1) κ, where κ= 0 or 1, which extend the results of Cheng et al. (Schwarz symmetrizations in parabolic equations on complete manifolds, 2021) and Vázquez (C R Acad Sci Paris Ser I Math 295(2):71–74, 1982). As an application, we give an alternate proof to Faber–Krahn inequality for Dirichlet Laplacian on these manifolds, which was proved in Balogh and Kristály (Math Ann https://doi.org/10.1007/s00208-022-02380-1, 2022) [see also Chen and Li (J Geom Anal 33(4):123, 2023) and Fogagnolo and Mazzieri (J Funct Anal 283:109638, 2022)]. Additionally, we also obtain corresponding comparison results on minimal submanifolds in Riemannian manifolds with nonnegative sectional curvature. © 2023, The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Faber–Krahn inequality; Filtration equation; Ricci curvature; Schwarz rearrangement; submanifold",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149249368&doi=10.1007%2fs00025-023-01870-1&partnerID=40&md5=b67e970f063c41387b814b4e9bc784fc","Let A and B be positive semidefinite matrices. For t∈[34,1] and for every unitarily invariant norm, it is shown that |||AtB1-t+BtA1-t|||≤22(t-34)|||A+B|||and for t∈[0,14], |||AtB1-t+BtA1-t|||≤22(14-t)|||A+B|||.These norm inequalities are sharper than an earlier norm inequality due to Alakhrass and closely related to an open question of Bourin. In fact, they lead to an affirmative solution of Bourin’s question for t=14 and 34, which is a result due to Hayajneh and Kittaneh (Int J Math 32 (2150043):7, 2021). © 2023, The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Bourin’s question; inequality; positive semidefinite matrix; trace norm; Unitarily invariant norm",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149217275&doi=10.1016%2fj.econedurev.2023.102379&partnerID=40&md5=d16713c1c7c32514f36c9582e3a03e30","In a field experiment with fifth and sixth graders in secondary schools, students received feedback about their rank level or the change in their rank in math either a few days or immediately before the school year's final math exam. Early feedback overall enhances exam performance while late feedback worsens it. We find this pattern to hold for level feedback in general and for change feedback when negative. Heterogeneity analyses suggest the effects are mostly driven by boys, who also negatively update ability beliefs in response to feedback. © 2023 Elsevier Ltd","Change feedback; Education; High-stakes outcomes; Level feedback; Timing of feedback","academic performance; experimental study; feedback mechanism; primary education; ranking"
